Price,Close,High,Low,Open,Volume
Ticker,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL
Date,,,,,
2023-01-03,88.58870697021484,90.50720142957682,87.99227784940533,89.05589865844571,28131200
2023-01-04,87.55490112304688,90.10957942105821,86.7497248892918,89.81136487760658,34854800
2023-01-05,85.68611145019531,87.04794685839362,85.38790446521591,86.94854453006714,27194400
2023-01-06,86.81930541992188,87.16722490783211,84.35409457108759,86.27258888046856,41381500
2023-01-09,87.4952621459961,89.51316659567206,87.33621993560529,87.83323916693293,29003900
2023-01-10,87.89287567138672,88.1413852775039,85.31831979229013,85.46742707274271,30467800
2023-01-11,90.97439575195312,91.05392064821854,88.47936469889615,88.64834941552648,26862000
2023-01-12,90.58671569824219,91.32230956683387,89.2149454510414,90.93463520167036,30258100
2023-01-13,91.57081604003906,91.64039842156852,89.59267425215299,90.30838308154787,26329200
2023-01-17,90.74576568603516,91.70004163197335,89.51316020385387,91.51117191070365,32602400
2023-01-18,90.57678985595703,92.24677482098227,90.09964804427332,91.59070577790615,29116700
2023-01-19,92.49526977539062,93.05192881415367,90.08969124949905,90.17915864296347,37000400
2023-01-20,97.4356460571289,97.71398319511445,94.45353069105923,94.53305558762652,63191100
2023-01-23,99.19509887695312,99.44360849206205,96.91874989248586,97.36606416611731,40005100
2023-01-24,97.11754608154297,99.01616301567749,96.62052689466934,97.51516294782407,33078500
2023-01-25,94.65233612060547,95.5867346282462,93.20104099030006,95.00024803815968,42330000
2023-01-26,96.93862915039062,96.98833410791313,94.81138741170932,95.92471323857248,30114000
2023-01-27,98.77760314941406,99.72193663993366,96.72987879276118,96.72987879276118,33879800
2023-01-30,96.3620834350586,97.70403373755718,95.82530179727696,96.89886507284024,27226200
2023-01-31,98.25076293945312,98.29052539002429,96.24280848103794,96.29251344022988,29870700
2023-02-01,99.8312759399414,100.58674724081183,96.99826804156612,98.1215286935083,35531100
2023-02-02,107.09770202636719,107.20704686415942,104.98040282749419,105.16927256257381,69883800
2023-02-03,104.15534210205078,107.16727723378527,101.96846066058136,102.31637258300907,65309300
2023-02-06,102.28655242919922,103.73784757677933,101.27262901864569,101.78953323137407,31999600
2023-02-07,106.998291015625,107.53507265289669,102.50524085818532,102.60464317977393,49010200
2023-02-08,98.77760314941406,102.52512475543763,97.45553019555744,101.44162648913434,94743500
2023-02-09,94.44359588623047,99.43366560150315,93.07181796240208,99.40384566123063,119455000
2023-02-10,94.0062026977539,96.17320651747302,93.68811074182773,94.88095368057328,54980700
2023-02-13,94.04598236083984,94.63246143100434,93.28056847479755,94.17520463462732,50076100
2023-02-14,94.11555480957031,94.28453951526666,91.7099837325286,93.86704521275416,54726100
2023-02-15,96.3620834350586,96.54101064765247,93.58871543180898,93.92668484231352,50169000
2023-02-16,94.94060516357422,97.09766656819714,94.1751913852172,94.80144040094763,42462600
2023-02-17,93.78752136230469,94.99030691417171,92.65431819496185,94.28454056145195,34284100
2023-02-21,91.24279022216797,92.54497816462502,91.17320783403466,92.44557583642192,33629300
2023-02-22,91.10362243652344,91.56087919828258,90.06982157275489,91.1533198070276,30884000
2023-02-23,90.34814453125,91.39188782661273,89.2248839320938,91.37200281273134,41206400
2023-02-24,88.59864044189453,89.35411175433613,88.05192386866158,88.90679750497178,36585100
2023-02-27,89.33423614501953,89.62250819885539,88.80738940834006,89.33423614501953,27502300
2023-02-28,89.52310180664062,90.68613257544551,88.78751546541476,88.79745797356841,30142000
2023-03-01,89.8213119506836,90.48731586981515,89.1354230162253,89.44358008249957,31111200
2023-03-02,91.45152282714844,91.72985233537064,89.05588690411685,89.1254768650827,32204400
2023-03-03,93.0916976928711,93.1712225850235,91.89884706231825,91.92867458480876,35160100
2023-03-06,94.56287384033203,95.39787007156455,93.43961313603252,93.45949056786384,32639300
2023-03-07,93.30045318603516,95.09966042430774,92.97241866452005,94.41377902394467,27835500
2023-03-08,93.68811798095703,95.38792271277032,93.43960838419056,93.55889572084645,34103300
2023-03-09,91.76962280273438,94.96048508775336,91.3521285038895,93.48931253451588,28813500
2023-03-10,90.0896987915039,92.23682540747255,89.86107420311967,91.62051886016795,35941000
2023-03-13,90.56684112548828,92.01813630978192,88.88691376749047,89.55291768928547,37335600
2023-03-14,93.4097900390625,93.7974644099169,91.88891249433968,92.00819224911878,36050200
2023-03-15,95.53703308105469,96.35214428148515,92.08771855282328,92.66426265612834,50622100
2023-03-16,99.72193145751953,100.58674759115617,94.9306666982023,95.62649054095976,65492000
2023-03-17,101.0141830444336,102.22690349921263,99.50324045776992,99.66229023906546,61028500
2023-03-20,100.61656951904297,101.14340866524942,99.27461917638456,99.52312877998469,32960400
2023-03-21,104.29450988769531,104.47343710782083,100.6165707432291,100.64639068259812,42110300
2023-03-22,102.75375366210938,105.95455098709382,102.71399121545033,103.64838216824836,43427400
2023-03-23,104.970458984375,105.66629045092277,103.83725575613224,104.43367731037924,40797800
2023-03-24,104.81141662597656,104.86111399814442,103.22094903837505,104.36409477299682,30393300
2023-03-27,101.84917449951172,104.1354658743024,101.32233535604627,103.99630110372327,31120900
2023-03-28,100.42769622802734,101.83922890622448,99.14538580890651,101.8292939828493,32057900
2023-03-29,100.7855453491211,101.87898599183615,100.0499591107725,101.67023885327414,28779600
2023-03-30,100.28852844238281,100.5569230436523,99.18514526807657,100.30841345635649,33086200
2023-03-31,103.11161041259766,103.27065261889246,100.43764459006906,100.69609670719845,36863400
2023-04-03,103.73784637451172,103.90683107967517,101.32233279771957,101.77958954435002,25035400
2023-04-04,104.095703125,104.95057676116241,103.41975670533462,103.70802875324159,24420100
2023-04-05,103.84719848632812,105.46747843588288,103.04202976556758,105.14938643400981,28290500
2023-04-06,107.77364349365234,108.51917230738914,103.70803000301844,104.63248603540852,48711500
2023-04-10,105.80545043945312,106.9485885400665,104.49332004592274,106.34223208915799,27067400
2023-04-11,104.72193908691406,106.09371686926528,104.05593520981034,105.91478966217211,26311800
2023-04-12,104.01617431640625,106.11359588152682,103.71795977216782,105.94461117895013,24370300
2023-04-13,106.78955078125,106.84919066128349,105.20902570515906,105.20902570515906,24843600
2023-04-14,108.22095489501953,108.29053727423441,106.20305072996715,106.25275567965372,26578000
2023-04-17,105.33824920654297,105.52711892714456,103.89688899336706,104.03606134490735,37571200
2023-04-18,103.87701416015625,105.90485343277793,103.44957733920299,105.85514847856264,26596400
2023-04-19,103.55891418457031,104.35414788721666,102.45553102450607,102.96249269954089,20905700
2023-04-20,104.66230773925781,105.61658372686173,103.25077498158814,103.29053742906055,27820800
2023-04-21,104.7815933227539,105.36807234932652,104.15534426546508,104.84123320100569,25800100
2023-04-24,105.33824920654297,105.9943105990936,104.07581620659197,104.86110744330621,23542800
2023-04-25,103.23088836669922,106.05396142221645,103.22094585900729,105.19908777458112,46664100
2023-04-26,103.09172821044922,105.71598914918194,102.01816484899174,104.2945138420424,53347600
2023-04-27,106.94859313964844,107.72394950073121,102.9227419695873,103.82731301498328,50089200
2023-04-28,106.70008087158203,106.71002337932462,104.46349441591141,106.40187389450608,36139800
2023-05-01,106.5609130859375,107.34620432935017,106.18318122542338,106.20305865643525,26681700
2023-05-02,104.69212341308594,106.56091286467543,103.09172099111031,106.5012729878526,30997200
2023-05-03,104.7815933227539,106.84918746923228,104.3342714841317,104.90087307925748,21795400
2023-05-04,104.06588745117188,104.97045849437649,103.35017855585177,104.86111365848528,23419500
2023-05-05,104.94062805175781,105.24877751265939,103.48933297434517,104.19509929106503,26639300
2023-05-08,107.12751007080078,107.3163797849072,104.53307694412793,104.55295437428666,26511400
2023-05-09,106.71002197265625,109.49333255880973,106.55097977042786,107.74382283083008,36360100
2023-05-10,111.08379364013672,112.2667017889728,107.2865671720809,107.32632961902368,63153400
2023-05-11,115.87505340576172,117.21700369911343,113.72793445318118,114.7120303237843,78900000
2023-05-12,116.8094482421875,117.32634484554183,115.41779304004947,115.98439459430223,41102300
2023-05-15,115.81541442871094,117.77367126175112,115.3183952359154,115.41779755769231,36266800
2023-05-16,118.79753112792969,120.03013661857146,115.73589104041876,115.79553091747705,45035600
2023-05-17,120.1196060180664,120.94465977478603,118.18123401990509,118.89694293735288,33323600
2023-05-18,122.09774017333984,122.57487436491942,120.10966334596542,120.22894310190469,35234200
2023-05-19,122.02816009521484,125.2190225534187,121.42179604468677,122.81345136694647,41353400
2023-05-22,124.30449676513672,125.6762669365648,122.00826305533913,122.20707527258926,35253000
2023-05-23,121.82933807373047,123.88699716035613,121.4814261670857,123.41980550509645,34046300
2023-05-24,120.17925262451172,121.18323360341482,119.14545170491347,120.39794230149177,34182600
2023-05-25,122.7438735961914,124.57290074047049,121.2329308750019,123.77766693101161,42317000
2023-05-26,123.86713409423828,124.51326061516868,121.72000736325325,122.43571627358159,35635900
2023-05-30,122.93273162841797,124.91087357757542,121.27268925951256,124.89098856185396,35076700
2023-05-31,122.13750457763672,123.32040515182499,121.76970762846918,122.01821723587422,37325800
2023-06-01,122.98242950439453,123.67825333636262,121.8889888039114,122.08779344621344,30772700
2023-06-02,123.92676544189453,125.39794561003231,123.02219444200982,123.25081902689789,26980100
2023-06-05,125.2587890625,126.67032186225953,123.10171983029102,123.27071213306576,32305500
2023-06-06,126.551025390625,127.52517876881056,124.61265355776825,125.2587800300242,26638300
2023-06-07,121.76970672607422,128.27071133377126,121.3919748558259,126.21305968697392,52539000
2023-06-08,121.41185760498047,122.49536347632653,120.51722146898638,121.5013250105357,29389200
2023-06-09,121.50132751464844,123.02220518522748,121.18323550239603,121.5212049474528,23778300
2023-06-12,122.90290832519531,123.31046771330577,120.9347165216746,122.05797719403091,28306400
2023-06-13,123.09178161621094,124.41385455908873,122.44565511463138,124.23492733686534,22278300
2023-06-14,122.93273162841797,123.31047108801155,120.72596508584364,122.366130022939,30592300
2023-06-15,124.34425354003906,124.71205045968428,121.67029553605393,122.4058817914336,35246300
2023-06-16,122.79356384277344,125.35818476632826,122.54505423972924,125.17925754877999,45535600
2023-06-20,122.36612701416016,123.82736469339007,121.41185104860234,122.19714230423988,26097500
2023-06-21,119.83132934570312,121.9287509272697,119.384007525838,121.67029882583057,30306300
2023-06-22,122.41583251953125,122.50529233674672,118.12158686322977,119.28460999049842,26952200
2023-06-23,121.61064910888672,122.05797092044887,120.33828122374346,120.65637319502927,34913600
2023-06-26,117.6344985961914,121.27268271800895,117.56491621274243,120.04007724666526,33969900
2023-06-27,117.62456512451172,118.37009392091399,115.40785616628811,116.38201713050795,39535900
2023-06-28,119.46353149414062,119.67227864156895,116.15338190511109,116.39194899018476,27091400
2023-06-29,118.38997650146484,119.34425249229822,117.5947503010594,118.52914127613357,24090900
2023-06-30,118.98639678955078,120.35817467379623,118.97646186568765,119.45359606410328,29532200
2023-07-03,119.1852035522461,119.47347559317684,118.11164027924423,118.52913457966352,14467900
2023-07-05,121.02417755126953,121.879051198591,118.51920407152356,118.52913899530057,27584800
2023-07-06,119.39395141601562,119.58282113662928,117.69414668222592,119.08580194251844,24745200
2023-07-07,118.76771545410156,120.3283554924255,118.68819055922752,119.38401442959689,21709500
2023-07-10,115.7557601928711,117.60467208855921,115.4476107382266,117.59473716570076,35315200
2023-07-11,116.44165802001953,117.00825960685633,114.66232836706261,115.59672689353111,23078800
2023-07-12,118.22099304199219,119.61264838736349,117.70409638543734,118.09177077383134,30404400
2023-07-13,123.79754638671875,124.08581844010132,119.73192528394326,120.20906706496888,44297900
2023-07-14,124.67230224609375,126.02419516288542,122.75380770858142,124.0560032525554,33283100
2023-07-17,123.90689086914062,126.34228197046,123.45956902871312,125.18920134410803,25716200
2023-07-18,123.0221939086914,123.9367074121014,122.22696015899771,123.85718252034981,26193600
2023-07-19,121.30250549316406,124.43372798942477,121.07388090673209,123.85718389369957,37224000
2023-07-20,118.48937225341797,123.35021934094455,117.51521888479368,120.69613867772544,37906800
2023-07-21,119.30448913574219,120.26870762710904,118.0221862337657,119.90091826139151,72937900
2023-07-24,120.80548858642578,122.26672628471773,120.25877200297913,120.9347184353893,29686100
2023-07-25,121.48143768310547,122.41583625002411,120.29852950446688,120.63650652003999,52509600
2023-07-26,128.49932861328125,130.1991255240082,127.5549953108974,129.29456224553815,61682100
2023-07-27,128.62857055664062,132.44568976761187,128.0222064898002,130.88504210607283,44952100
2023-07-28,131.7895965576172,132.94268459897626,129.7915850816746,130.00032462582215,36591200
2023-07-31,131.9287872314453,132.7339559670001,130.99438864081316,131.93872215574996,28055500
2023-08-01,130.7657470703125,131.83931030101502,129.9009233976841,130.00033329912412,23166800
2023-08-02,127.61465454101562,129.31445170964074,126.79953577312962,128.67826774087553,26273300
2023-08-03,127.6842269897461,128.6186254946195,126.66036867087126,127.20709281391656,20089500
2023-08-04,127.34625244140625,130.72597673285983,127.14744780681863,128.50927547995624,26147200
2023-08-07,130.74586486816406,130.825389757462,128.2508340337058,128.38999879802174,22746300
2023-08-08,130.6166229248047,130.7259677414803,128.7677111314481,129.8412742857668,23535200
2023-08-09,128.88702392578125,131.25282502828625,128.23095493467528,130.8751007464739,24912900
2023-08-10,128.91685485839844,131.2627863135843,128.67828015915416,130.5371424591405,20857800
2023-08-11,128.78762817382812,129.15541757238014,127.4059152382831,127.89299957330871,19591100
2023-08-14,130.54705810546875,130.58681296556023,128.19119207364483,128.61862128286964,24695600
2023-08-15,129.0063018798828,130.63652424337354,128.50928268165,130.3184398437721,19770700
2023-08-16,127.9327392578125,129.50332175254619,127.10769314822178,127.9327392578125,25216100
2023-08-17,129.1454620361328,131.20312872387996,128.51921301502338,129.02618228652022,33446300
2023-08-18,126.70013427734375,128.47946393357242,125.62657097907541,127.74387005295644,30504800
2023-08-21,127.60470581054688,127.96256024478278,125.8054987156855,126.42180525996095,25248700
2023-08-22,128.31048583984375,129.50332895458752,127.5550220729981,127.74387663884217,22054900
2023-08-23,131.5808563232422,132.61466473883638,129.09576035782433,129.40390983068463,27819700
2023-08-24,129.0063018798828,133.44965472550993,128.79756231060549,133.1514401730058,28500700
2023-08-25,129.10569763183594,129.98044101070192,126.49137208205629,128.76771308654853,26762900
2023-08-28,130.2289581298828,131.74983558444546,129.36414962335698,130.52717266697422,20543300
2023-08-29,133.76776123046875,135.7558381265067,131.45164982644576,131.45164982644576,43075600
2023-08-30,135.0699462890625,135.46755559265864,133.27073916338247,133.97649795243905,28315800
2023-08-31,135.35821533203125,137.17730753469533,134.98047586337722,135.19916553809026,30053800
2023-09-01,134.85125732421875,136.64052953536765,134.04608862115742,136.64052953536765,21543700
2023-09-05,134.96058654785156,135.60670538678164,133.77767852375467,134.63255208309874,19403100
2023-09-06,133.65841674804688,135.7160684536214,132.87311787805362,135.20911430420693,18684500
2023-09-07,134.45361328125,134.77171281374333,132.15738726441325,132.79357116157937,18844300
2023-09-08,135.5669708251953,135.84530038220512,134.04609318588336,134.10573306698214,23558300
2023-09-11,136.1037139892578,136.66037297676002,134.98044592444958,135.72597460438712,20763400
2023-09-12,134.5331573486328,136.054034931668,134.38405765140297,135.44767088322882,18405500
2023-09-13,135.89500427246094,136.08385883851705,133.35025307890763,134.28465165631675,20749500
2023-09-14,137.27670288085938,137.8731167931153,135.42779093400503,136.779683703402,24751000
2023-09-15,136.58087158203125,137.69420491628924,135.66635806419885,137.15741568045607,38919600
2023-09-18,137.3860626220703,138.33039612819755,135.7955950144073,135.7955950144073,21861300
2023-09-19,137.21705627441406,137.58486080246306,135.80552354379557,136.60075731018102,20353700
2023-09-20,132.94268798828125,137.2568105792809,132.82339307790664,137.2568105792809,29927500
2023-09-21,129.66236877441406,131.44169080160074,129.29457942734587,130.65640715487683,31503900
2023-09-22,129.47349548339844,131.24288253838307,128.82737662105137,129.98044958303285,26397300
2023-09-25,130.328369140625,130.38800901498652,128.19119274762159,129.056001261507,20094600
2023-09-26,127.80353546142578,129.58285767802252,126.46157743781993,128.99637861139567,25718700
2023-09-27,129.76177978515625,130.11963425371414,127.80353788445824,127.80353788445824,22746500
2023-09-28,131.52122497558594,132.5053285021228,129.01624383301584,129.0659487891118,22513100
2023-09-29,130.0798797607422,133.25086502804453,129.5828605067531,132.4854511299106,30859800
2023-10-02,133.37014770507812,133.61865733749448,130.3880321160817,130.4278021512499,22288000
2023-10-03,131.64051818847656,133.4596105591579,131.05403908295116,133.14152610971982,22989400
2023-10-04,134.4337615966797,134.76179609594416,131.7399108003202,131.9983553295183,26752300
2023-10-05,134.26475524902344,134.68224949867667,132.6544029514237,134.26475524902344,19832600
2023-10-06,136.75979614257812,137.3363401978309,133.2110720010622,133.2110720010622,27597600
2023-10-09,137.59478759765625,138.11169179044353,134.80154224048803,136.12361507583879,19278100
2023-10-10,137.2369384765625,138.88704585361853,136.51129469472835,137.67431779749998,27786600
2023-10-11,139.7121124267578,140.2687715528067,137.75385539330637,137.75385539330637,25884300
2023-10-12,138.1415252685547,140.37811179171825,137.43575129184757,140.20912707455133,24765500
2023-10-13,136.54110717773438,139.16536779224674,135.80551334470252,138.5490688742982,23420500
2023-10-16,138.270751953125,138.79759110863935,137.16736868693363,137.34628832413196,28501900
2023-10-17,138.8870391845703,139.0659588066413,136.3621732868778,137.80354102561654,23515800
2023-10-18,137.13754272460938,139.88108321591943,136.56099863925294,138.61865021577995,23375000
2023-10-19,136.9287872314453,138.8274041828809,136.56099788351034,137.67431601854938,26066000
2023-10-20,134.7916259765625,137.04808243916904,134.27472171222004,136.51130832576152,26335700
2023-10-23,135.68626403808594,136.83935241304653,133.15146266534796,134.23496106024592,26317900
2023-10-24,137.98245239257812,138.52917648478848,136.6007397783486,137.0082991168891,44814300
2023-10-25,124.86116790771484,127.54506863748685,124.32438624497817,127.39596893998613,84366200
2023-10-26,121.55101776123047,123.58879957217516,120.54703682546507,122.53511368144571,57061100
2023-10-27,121.4416732788086,122.57487648328338,119.49335886437983,122.14743965465438,44566500
2023-10-30,123.718017578125,124.65241609511718,122.0182128348534,122.47546958591673,28940100
2023-10-31,123.34028625488281,124.62259669848551,121.95857348825355,124.31443963801871,26292300
2023-11-01,125.69615173339844,125.73591417917893,122.9824311681007,123.33034308879131,30082400
2023-11-02,126.7299575805664,128.2110727208492,126.17329848546123,127.65441362574401,27124600
2023-11-03,128.3303680419922,128.75779728854175,127.09775492201882,127.25680471191657,26393100
2023-11-06,129.47349548339844,129.56295529489483,127.9029130654574,128.28065249331533,19052700
2023-11-07,130.189208984375,131.12360749662543,129.1057107809451,129.93076446372316,29757300
2023-11-08,131.0540313720703,131.4218359288677,130.00035299557646,130.1892227362355,26425800
2023-11-09,129.46356201171875,131.75978820613193,129.2945773099461,131.17330921154067,23747800
2023-11-10,131.799560546875,132.00831530488142,128.63852541009012,129.324414399195,26913300
2023-11-13,131.30252075195312,131.7995399221864,130.46753218623832,130.9943712932599,18324800
2023-11-14,132.8234100341797,134.89101178671473,132.52521063972685,133.3900192192855,32395200
2023-11-15,133.81744384765625,134.22500322978144,132.77371566742562,134.06595344634397,23861500
2023-11-16,136.1136932373047,136.40197291473928,133.51926714734208,134.38407584399627,28013200
2023-11-17,134.5033416748047,135.2488705202429,132.85323418995725,135.18923063945954,37240600
2023-11-20,135.43772888183594,135.8452882567301,132.82340309632207,132.89299306327462,27815500
2023-11-21,136.1534423828125,136.3621819551645,135.14946904801005,135.47748837599178,22635300
2023-11-22,137.66436767578125,138.58881600112161,136.6504443771656,136.6504443771656,17813900
2023-11-24,135.87510681152344,137.30652448684904,135.17928298819064,137.20711458302074,12514300
2023-11-27,135.59678649902344,137.59479829207896,135.18922710057512,135.21904704018618,23436500
2023-11-28,136.38204956054688,136.43175450832166,134.61266262807223,135.26873153593016,18730000
2023-11-29,134.18524169921875,137.46555610461678,134.0361268467234,136.74986245036044,23967200
2023-11-30,131.73989868164062,134.7418986856901,130.49735076895044,134.24487952061403,38988300
2023-12-01,131.07391357421875,131.32242319231275,129.89100536523952,131.07391357421875,31442300
2023-12-04,128.49932861328125,129.25479222162434,127.13749348281203,129.10569255149738,36669900
2023-12-05,130.2091064453125,131.35224463448228,127.48543553945275,128.18125944450495,27384800
2023-12-06,129.244873046875,131.0540149920626,129.1057082818606,130.65640571139903,23576200
2023-12-07,136.1136932373047,137.73398094972558,133.89699148740064,134.23496095875691,56767100
2023-12-08,134.18524169921875,135.58682423861802,133.23095821384126,133.3999429124122,32260100
2023-12-11,132.495361328125,132.5450662778127,130.5768746463129,131.59079798222174,31138000
2023-12-12,131.72998046875,132.20711468075774,130.47748230647287,131.02420649097294,29032800
2023-12-13,131.77967834472656,132.70412677881075,130.78563994188903,132.5848470241734,30104800
2023-12-14,131.15342712402344,132.92281423832972,128.91684075469922,132.58484482724248,38722400
2023-12-15,131.8094940185547,132.7140574083238,130.39794618451384,130.83532549446207,50847100
2023-12-18,134.99041748046875,136.33236021706054,131.64049776512675,131.83931757898233,32258000
2023-12-19,135.83534240722656,136.65046118246826,135.26874840184595,136.02421213162756,25476800
2023-12-20,137.5152587890625,140.85522818110556,137.2468793610726,138.14150779001469,49107200
2023-12-21,139.58287048339844,139.8512650987262,138.3502574054323,138.65842205079056,27488300
2023-12-22,140.64649963378906,141.14351883717225,139.8711508899371,139.9307907674915,26532200
2023-12-26,140.6763153076172,141.82938829696292,140.34828082319078,140.74589010671386,16780300
2023-12-27,139.53317260742188,141.23298503362224,139.05603839761002,140.74590073188693,19628600
2023-12-28,139.3939971923828,140.29857575464416,138.91686301898574,139.94072133264086,16045700
2023-12-29,138.85723876953125,139.52324273613158,137.9526601054735,138.7975988871228,18733000
