symbol,direction,entry_time,entry_price,exit_time,exit_price,size,pnl
SPY,short,2025-05-29 14:20:00+00:00,589.2000122070312,2025-05-29 19:20:00+00:00,589.5100708007812,0.848608264835391,-0.2631182852394889
SPY,long,2025-05-29 19:20:00+00:00,589.5100708007812,2025-05-30 13:40:00+00:00,587.75,0.8481619310096057,-1.492825049104248
SPY,short,2025-05-30 13:40:00+00:00,587.75,2025-05-30 14:40:00+00:00,589.0999755859375,0.8507018290089323,-1.1484267000744364
SPY,long,2025-05-30 14:40:00+00:00,589.0999755859375,2025-05-30 15:25:00+00:00,589.1254272460938,0.8487523692437504,0.02160215685880395
SPY,short,2025-05-30 15:25:00+00:00,589.1254272460938,2025-05-30 18:30:00+00:00,587.8400268554688,0.8487157010643446,1.0909394936776793
SPY,long,2025-05-30 18:30:00+00:00,587.8400268554688,2025-06-02 14:20:00+00:00,587.8989868164062,0.8505715452461596,0.05014966508226259
SPY,short,2025-06-02 14:20:00+00:00,587.8989868164062,2025-06-02 14:55:00+00:00,589.3300170898438,0.8504862420457683,-1.2170715595095876
SPY,long,2025-06-02 14:55:00+00:00,589.3300170898438,2025-06-03 19:45:00+00:00,595.52001953125,0.8484210637514068,5.251728455961696
SPY,short,2025-06-03 19:45:00+00:00,595.52001953125,2025-06-04 13:35:00+00:00,597.77001953125,0.8396023367838475,-1.889105257763657
SPY,long,2025-06-04 13:35:00+00:00,597.77001953125,2025-06-04 16:10:00+00:00,595.8699951171875,0.8364420825120709,-1.5892603777222147
SPY,short,2025-06-04 16:10:00+00:00,595.8699951171875,2025-06-04 17:25:00+00:00,597.3150024414062,0.8391092085475237,-1.2125189521705704
SPY,long,2025-06-04 17:25:00+00:00,597.3150024414062,2025-06-04 19:35:00+00:00,596.7899780273438,0.8370792596140219,-0.43948704780272313
SPY,short,2025-06-04 19:35:00+00:00,596.7899780273438,2025-06-05 15:10:00+00:00,597.5449829101562,0.8378156778917808,-0.6325549277051592
SPY,long,2025-06-05 15:10:00+00:00,597.5449829101562,2025-06-05 17:00:00+00:00,594.9500122070312,0.8367570882528478,-2.17136012964832
SPY,short,2025-06-05 17:00:00+00:00,594.9500122070312,2025-06-06 13:45:00+00:00,600.510009765625,0.8404067396270757,-4.672659420552274
SPY,long,2025-06-06 13:45:00+00:00,600.510009765625,2025-06-06 17:00:00+00:00,597.5399780273438,0.8326255880316576,-2.472924422559112
SPY,short,2025-06-06 17:00:00+00:00,597.5399780273438,2025-06-06 18:05:00+00:00,599.8400268554688,0.8367640967733204,-1.9245982802005497
SPY,long,2025-06-06 18:05:00+00:00,599.8400268554688,2025-06-09 15:25:00+00:00,599.2150268554688,0.8335555775114601,-0.5209722359446626
SPY,short,2025-06-09 15:25:00+00:00,599.2150268554688,2025-06-09 15:45:00+00:00,599.6749877929688,0.8344250020295311,-0.3838029062069425
SPY,long,2025-06-09 15:45:00+00:00,599.6749877929688,2025-06-09 19:50:00+00:00,599.9500122070312,0.83378498382964,0.22931122663185777
SPY,short,2025-06-09 19:50:00+00:00,599.9500122070312,2025-06-10 14:15:00+00:00,601.0750122070312,0.8334027666082613,-0.9375781124342939
SPY,long,2025-06-10 14:15:00+00:00,601.0750122070312,2025-06-10 18:10:00+00:00,600.77001953125,0.8318429311577878,-0.25370600140353183
SPY,short,2025-06-10 18:10:00+00:00,600.77001953125,2025-06-10 19:00:00+00:00,602.8800048828125,0.8322652325262907,-1.7560674492452313
SPY,long,2025-06-10 19:00:00+00:00,602.8800048828125,2025-06-11 16:20:00+00:00,602.5599975585938,0.8293524348965425,-0.26539885352554765
SPY,short,2025-06-11 16:20:00+00:00,602.5599975585938,2025-06-11 17:30:00+00:00,603.9550170898438,0.8297928870583204,-1.1575772843386825
SPY,long,2025-06-11 17:30:00+00:00,603.9550170898438,2025-06-11 17:50:00+00:00,603.0999755859375,0.8278762256322485,-0.7078685330128277
SPY,short,2025-06-11 17:50:00+00:00,603.0999755859375,2025-06-12 14:35:00+00:00,602.8900146484375,0.8290499423652414,0.17406810313332705
SPY,long,2025-06-12 14:35:00+00:00,602.8900146484375,2025-06-13 13:30:00+00:00,599.7999877929688,0.8293386651818481,-2.5626787476905166
SPY,short,2025-06-13 13:30:00+00:00,599.7999877929688,2025-06-13 16:00:00+00:00,601.0399169921875,0.8336112207000971,-1.033618893342436
SPY,long,2025-06-13 16:00:00+00:00,601.0399169921875,2025-06-13 17:50:00+00:00,599.97998046875,0.8318915031503625,-0.8817521877263913
SPY,short,2025-06-13 17:50:00+00:00,599.97998046875,2025-06-16 13:50:00+00:00,602.7899780273438,0.8333611391656134,-2.34174276648228
SPY,long,2025-06-16 13:50:00+00:00,602.7899780273438,2025-06-16 17:20:00+00:00,602.8200073242188,0.8294762989196861,0.024908590031035495
SPY,short,2025-06-16 17:20:00+00:00,602.8200073242188,2025-06-18 14:10:00+00:00,600.0800170898438,0.829434978807997,2.272643741982947
SPY,long,2025-06-18 14:10:00+00:00,600.0800170898438,2025-06-18 17:00:00+00:00,599.60009765625,0.8332222133054968,-0.3998795326673048
SPY,short,2025-06-18 17:00:00+00:00,599.60009765625,2025-06-23 13:50:00+00:00,596.510009765625,0.8338891236916532,2.5767906832434706
SPY,long,2025-06-23 13:50:00+00:00,596.510009765625,2025-06-23 16:25:00+00:00,594.3099975585938,0.8382089014674795,-1.8440698152707091
SPY,short,2025-06-23 16:25:00+00:00,594.3099975585938,2025-06-23 17:40:00+00:00,598.719970703125,0.8413117767730374,-3.7101623417469645
SPY,long,2025-06-23 17:40:00+00:00,598.719970703125,2025-06-25 15:25:00+00:00,607.1799926757812,0.8351149526761398,7.065090849333927
SPY,short,2025-06-25 15:25:00+00:00,607.1799926757812,2025-06-25 19:25:00+00:00,606.9948120117188,0.8234790441571538,0.1524923962385745
SPY,long,2025-06-25 19:25:00+00:00,606.9948120117188,2025-06-27 17:45:00+00:00,613.9299926757812,0.8237302693624124,5.712718236485197
SPY,short,2025-06-27 17:45:00+00:00,613.9299926757812,2025-06-30 13:40:00+00:00,616.3900146484375,0.8144251070399355,-2.0035036584011596
SPY,long,2025-06-30 13:40:00+00:00,616.3900146484375,2025-06-30 17:40:00+00:00,616.010009765625,0.8111747239857197,-0.3082503559286554
SPY,short,2025-06-30 17:40:00+00:00,616.010009765625,2025-06-30 19:15:00+00:00,617.1749877929688,0.8116751222763999,-0.9455836827935574
SPY,long,2025-06-30 19:15:00+00:00,617.1749877929688,2025-07-01 15:05:00+00:00,616.1799926757812,0.8101430062614996,-0.8060883354537943
SPY,short,2025-07-01 15:05:00+00:00,616.1799926757812,2025-07-01 16:30:00+00:00,617.6099243164062,0.8114512089701811,-1.1603197585298708
SPY,long,2025-07-01 16:30:00+00:00,617.6099243164062,2025-07-02 13:35:00+00:00,617.2501220703125,0.8095724830740353,-0.2912859977857323
SPY,short,2025-07-02 13:35:00+00:00,617.2501220703125,2025-07-02 14:35:00+00:00,618.8599853515625,0.8100443922521311,-1.3040607232691779
SPY,long,2025-07-02 14:35:00+00:00,618.8599853515625,2025-07-07 13:55:00+00:00,623.655029296875,0.8079371939291883,3.8740943499429252
SPY,short,2025-07-07 13:55:00+00:00,623.655029296875,2025-07-08 13:40:00+00:00,621.0850219726562,0.8017252752113826,2.0604398293045465
SPY,long,2025-07-08 13:40:00+00:00,621.0850219726562,2025-07-08 17:30:00+00:00,620.2999877929688,0.8050427595434959,-0.6319860823515896
SPY,short,2025-07-08 17:30:00+00:00,620.2999877929688,2025-07-08 18:05:00+00:00,621.0999755859375,0.8060615989676272,-0.6448394395549737
SPY,long,2025-07-08 18:05:00+00:00,621.0999755859375,2025-07-08 18:55:00+00:00,620.52001953125,0.8050233773207068,-0.4668781818421238
SPY,short,2025-07-08 18:55:00+00:00,620.52001953125,2025-07-09 13:35:00+00:00,623.8300170898438,0.8057757755788563,-2.6671158499399996
SPY,long,2025-07-09 13:35:00+00:00,623.8300170898438,2025-07-09 15:25:00+00:00,622.10498046875,0.8015003868080786,-1.3826175190647414
SPY,short,2025-07-09 15:25:00+00:00,622.10498046875,2025-07-09 15:40:00+00:00,622.3200073242188,0.8037228694476211,-0.17282200128564265
SPY,long,2025-07-09 15:40:00+00:00,622.3200073242188,2025-07-09 16:30:00+00:00,621.9500122070312,0.8034451634454812,-0.29727078740274093
SPY,short,2025-07-09 16:30:00+00:00,621.9500122070312,2025-07-09 17:55:00+00:00,622.4650268554688,0.8039231291687198,-0.4140321877396031
SPY,long,2025-07-09 17:55:00+00:00,622.4650268554688,2025-07-11 13:30:00+00:00,622.6300048828125,0.8032579798512854,0.13251991696399076
SPY,short,2025-07-11 13:30:00+00:00,622.6300048828125,2025-07-11 17:00:00+00:00,624.3798828125,0.8030451409005045,-1.4052309686045816
SPY,long,2025-07-11 17:00:00+00:00,624.3798828125,2025-07-14 13:30:00+00:00,622.780029296875,0.8007945383310003,-1.2811539574421498
SPY,short,2025-07-14 13:30:00+00:00,622.780029296875,2025-07-14 15:40:00+00:00,624.1649780273438,0.8028516915748006,-1.1119084310012086
SPY,long,2025-07-14 15:40:00+00:00,624.1649780273438,2025-07-15 15:00:00+00:00,624.3350219726562,0.8010702580273508,0.1362171471474731
SPY,short,2025-07-15 15:00:00+00:00,624.3350219726562,2025-07-15 18:25:00+00:00,624.5999755859375,0.8008520784565218,-0.21218865189085456
SPY,long,2025-07-15 18:25:00+00:00,624.5999755859375,2025-07-15 19:00:00+00:00,623.5999755859375,0.8005123591798892,-0.8005123591798892
SPY,short,2025-07-15 19:00:00+00:00,623.5999755859375,2025-07-16 17:00:00+00:00,623.2211303710938,0.8017960544821985,0.3037565985211796
SPY,long,2025-07-16 17:00:00+00:00,623.2211303710938,2025-07-18 14:45:00+00:00,627.4000854492188,0.8022834522672195,3.352706506947753
SPY,short,2025-07-18 14:45:00+00:00,627.4000854492188,2025-07-18 19:25:00+00:00,627.3900146484375,0.7969396428149986,0.008025820377470384
SPY,long,2025-07-18 19:25:00+00:00,627.3900146484375,2025-07-18 19:35:00+00:00,627.1400146484375,0.7969524352091873,-0.19923810880229684
SPY,short,2025-07-18 19:35:00+00:00,627.1400146484375,2025-07-18 19:45:00+00:00,627.280029296875,0.7972701283943591,-0.11162949673685667
SPY,long,2025-07-18 19:45:00+00:00,627.280029296875,2025-07-21 18:40:00+00:00,630.885009765625,0.7970921703986901,2.8735017060808246
SPY,short,2025-07-21 18:40:00+00:00,630.885009765625,2025-07-22 17:15:00+00:00,628.4099731445312,0.7925374549408789,1.961559224567113
SPY,long,2025-07-22 17:15:00+00:00,628.4099731445312,2025-07-24 19:50:00+00:00,634.9500122070312,0.7956589191257193,5.203640411508733
SPY,short,2025-07-24 19:50:00+00:00,634.9500122070312,2025-07-25 14:40:00+00:00,635.9550170898438,0.7874635646703011,-0.7914047275305894
SPY,long,2025-07-25 14:40:00+00:00,635.9550170898438,2025-07-28 15:20:00+00:00,636.9400024414062,0.786219129598223,0.7744143257724685
SPY,short,2025-07-28 15:20:00+00:00,636.9400024414062,2025-07-29 13:35:00+00:00,638.5499877929688,0.7850032940049111,-1.2638438042762172
SPY,long,2025-07-29 13:35:00+00:00,638.5499877929688,2025-07-29 15:25:00+00:00,635.2899780273438,0.7830240538069049,-2.552666062129785
SPY,short,2025-07-29 15:25:00+00:00,635.2899780273438,2025-07-30 14:05:00+00:00,635.5900268554688,0.7870421654573612,-0.23615107943044358
SPY,long,2025-07-30 14:05:00+00:00,635.5900268554688,2025-07-30 15:40:00+00:00,635.6646728515625,0.7866706192255885,0.05872181196978117
SPY,short,2025-07-30 15:40:00+00:00,635.6646728515625,2025-07-30 16:05:00+00:00,636.1400146484375,0.7865782406264973,-0.3738935142821753
SPY,long,2025-07-30 16:05:00+00:00,636.1400146484375,2025-07-30 18:55:00+00:00,632.8400268554688,0.7859904871356422,-2.5937590129371806
SPY,short,2025-07-30 18:55:00+00:00,632.8400268554688,2025-07-31 13:50:00+00:00,639.3900146484375,0.7900890885244093,-5.1750738851926865
SPY,long,2025-07-31 13:50:00+00:00,639.3900146484375,2025-07-31 17:20:00+00:00,635.8599853515625,0.7819953213922495,-2.760466394533822
SPY,short,2025-07-31 17:20:00+00:00,635.8599853515625,2025-08-04 13:30:00+00:00,626.8900146484375,0.7863366330931385,7.053416561639405
SPY,long,2025-08-04 13:30:00+00:00,626.8900146484375,2025-08-05 14:35:00+00:00,628.6099853515625,0.7975880749678268,1.3718281221065283
SPY,short,2025-08-05 14:35:00+00:00,628.6099853515625,2025-08-05 17:35:00+00:00,630.0050048828125,0.7954057550014341,-1.109606563495653
SPY,long,2025-08-05 17:35:00+00:00,630.0050048828125,2025-08-05 18:55:00+00:00,628.4299926757812,0.7936444887338716,-1.2499997577989233
SPY,short,2025-08-05 18:55:00+00:00,628.4299926757812,2025-08-06 14:05:00+00:00,630.5599975585938,0.7956335722791629,-1.6947033938841691
SPY,long,2025-08-06 14:05:00+00:00,630.5599975585938,2025-08-07 15:05:00+00:00,632.4749755859375,0.7929459558739901,1.5184740823697778
SPY,short,2025-08-07 15:05:00+00:00,632.4749755859375,2025-08-07 19:55:00+00:00,632.2899780273438,0.7905451113489351,0.14624891555777725
SPY,long,2025-08-07 19:55:00+00:00,632.2899780273438,2025-08-11 13:35:00+00:00,637.5050048828125,0.7907764117342647,4.1239202238654045
SPY,short,2025-08-11 13:35:00+00:00,637.5050048828125,2025-08-11 13:50:00+00:00,637.1300048828125,0.7843075680510321,0.29411533801913703
SPY,long,2025-08-11 13:50:00+00:00,637.1300048828125,2025-08-11 15:00:00+00:00,636.760009765625,0.7847691933641787,-0.29036076966391916
SPY,short,2025-08-11 15:00:00+00:00,636.760009765625,2025-08-11 15:55:00+00:00,637.8599853515625,0.7852251905455513,-0.8637285390632279
SPY,long,2025-08-11 15:55:00+00:00,637.8599853515625,2025-08-11 17:20:00+00:00,637.2750244140625,0.7838710868881676,-0.45853396586524653
SPY,short,2025-08-11 17:20:00+00:00,637.2750244140625,2025-08-12 13:50:00+00:00,638.25,0.7845906097759301,-0.7649566894873479
SPY,long,2025-08-12 13:50:00+00:00,638.25,2025-08-13 16:25:00+00:00,643.27001953125,0.7833920877399139,3.932643581081081
SPY,short,2025-08-13 16:25:00+00:00,643.27001953125,2025-08-13 18:25:00+00:00,643.8900146484375,0.777278568592936,-0.4819089172221096
SPY,long,2025-08-13 18:25:00+00:00,643.8900146484375,2025-08-14 15:40:00+00:00,643.4149780273438,0.7765301349998398,-0.36888025150779746
SPY,short,2025-08-14 15:40:00+00:00,643.4149780273438,2025-08-14 17:20:00+00:00,644.6799926757812,0.7771034512329166,-0.9830472491609759
SPY,long,2025-08-14 17:20:00+00:00,644.6799926757812,2025-08-15 14:15:00+00:00,644.0399780273438,0.7755785904332494,-0.4963816588917879
SPY,short,2025-08-15 14:15:00+00:00,644.0399780273438,2025-08-15 17:25:00+00:00,644.1654052734375,0.7763493215614818,-0.09737535741020784
SPY,long,2025-08-15 17:25:00+00:00,644.1654052734375,2025-08-15 19:30:00+00:00,643.7849731445312,0.7761981564156776,-0.29529071709832266
SPY,short,2025-08-15 19:30:00+00:00,643.7849731445312,2025-08-18 17:55:00+00:00,642.7894287109375,0.7766568355234797,0.7731963894179369
SPY,long,2025-08-18 17:55:00+00:00,642.7894287109375,2025-08-18 18:00:00+00:00,642.6849975585938,0.7778597121653195,-0.081232786103202
SPY,short,2025-08-18 18:00:00+00:00,642.6849975585938,2025-08-18 18:50:00+00:00,643.4000244140625,0.7779861081235444,-0.5562809604899489
SPY,long,2025-08-18 18:50:00+00:00,643.4000244140625,2025-08-19 14:55:00+00:00,641.2150268554688,0.7771215123209618,-1.6980086071519844
SPY,short,2025-08-19 14:55:00+00:00,641.2150268554688,2025-08-20 16:40:00+00:00,637.0150146484375,0.7797696233851692,3.275041936889871
SPY,long,2025-08-20 16:40:00+00:00,637.0150146484375,2025-08-21 13:55:00+00:00,635.1300048828125,0.7849108553209616,-1.4795646274250842
SPY,short,2025-08-21 13:55:00+00:00,635.1300048828125,2025-08-21 14:50:00+00:00,637.0355224609375,0.7872404014234137,-1.500100423122496
SPY,long,2025-08-21 14:50:00+00:00,637.0355224609375,2025-08-21 15:00:00+00:00,636.94580078125,0.7848855870210277,-0.07042125323003606
SPY,short,2025-08-21 15:00:00+00:00,636.94580078125,2025-08-21 18:55:00+00:00,636.1199951171875,0.7849961478460519,0.6482542651585133
SPY,long,2025-08-21 18:55:00+00:00,636.1199951171875,2025-08-22 18:40:00+00:00,645.4199829101562,0.7860152232880038,7.3099319816660415
